Review_Text,Label
제육볶음과 꼬막밥 먹었는데 꼬막밥만 평범했고 다 맛있었음 남자직원 불친절하다고 하는데 왜 그렇게 말하는지 알겠네요 그냥 고등학생 느낌이라  맛집은 인정,4
직원분 그릇 치우고 쓰레기 만진 손으로  음식을 만지시네요 바로 옆에 앉았는데 기분 안좋았어요  다신 안갈듯,0
서빙해주시는 여자직원분 넘 친절하고 좋으세요엑스오 게살 볶음밥 맛있네요재방문 의사 있음,4
진짜 너무 맛있어요 다들 너무 친절하시고 갈 때마다 기분 좋아지는 곳입니다 감사합니다,4
비싸요  쌀국수는 면 너무 익었고 볶음밥이 제일 나아요,0
두번은안간다,0
저녁코스 배 터지게 먹었어요사장님도 너무 친절하시고 담에 또 오고싶어요,4
위생이단무지에 식초에 뿌렸는데 초파리나와서 보여주니까 종종나왔던건지 바로 식초에서 나왔냐고 물어보고 아무렇지않다는듯이 대응해서 당황했네요초파리 자주들어가있는듯하니 꼭 확인하세요중화냉면 먹으러 자주갔는데 이제 안갈듯요,0
매장 분위기는 저렴했지만 맛은 최고파스타 다 맛있고 가성비,4
맛있음  파스타 맛집,4
허 기대 많이 했는데 맛이 가격과 비주얼을 못 따라감일단 닭다리 나오는 메뉴 진짜 비추  먹기도 힘듦전체적으로 간도 너무 밍밍하고 믿고 먹는 미고랭 나시고랭 같은 메뉴마저 배신했음원 받는 미고랭이 이정도라고 실망 큼,0
가격생각하면 말도 안되는 맛,4
맛있습니다 친절합니다 기본 계란찜도 좋습니다 맵찔이에겐 좀 맵습니다,4
인생 중식집 꼭 인이상 가시길,4
음식과 반찬들이 지나치게 짭니다,0
런치로 먹었는데 가격도 좋고존맛 크림새우는 좀 신편이지만디너도 아주 기대되는곳,4
진짜 너무너무 맛있습니다 최애중국집  분명 튀긴건데 기름기가 안느껴지고 속도 너무 편해요 진짜 꼭 드세요,4
전화받는분 싸가지가 런치오마카세 되야 물어봤더니 안돼요하고 바로 끊어버리네요,0
너무 맛있어요나중에 가족들이랑 다같이 전골 먹으러 오고 싶네요,4
왜 별점은 없나요  이태원이나 성수에서 원했던 곳인데 춘천에서 이런 보석같은 곳을 찾았네요 태국맛 좋아하시는분 어설프게 따라하다만 맛이 아니에요 여긴 찐이에요,4
년째 단골,4
카맵이랑 인스타는 주말 브레이크 타임 오후 시부터라 되어 있고 네이버맵에서는 오후 시 반이 라스트오더라고 적혀있는데막상 시 반 전에 갔더니 주방마감했다고 하네요 헛걸음 하지 않게 시간 업데이트 부탁 드립니다,0
여기 정말괜찮다,4
해장국 대존맛,4
수제버거 맛집이네요 가격대비 맛도 휼륭한데 주차공간이 마땅히 없다는 점이랑 음식점 공간자체가 살짝 협소하다는점은 어쩔수없는거 같지만요 맛으로 따지면 최고입니다,4
가게가 어둡 위생상태도 지저분하고 처음부터 설탕 넣어서 달게 나오네요 요즘 그런 정도는 당연히 물어보고 만들어야하는 거 아닌지 일하는 동남아 아줌마는 이해 못 하쥬,0
안티파스티하고 까르보나라 꿀맛이였어요 연인이랑 가는거 강추합니당 분위기 좋고 사장님도 친절하세요 가격값하는 집입니당,4
맛있어여 더웠는데 모밀도 맛있어여,4
먹어줄만해요,4
진한 국물이 너무 맛있었다어떻게 먹어야하는지 설명도 친절하시고 좋았었음,4
만두가 재료가 떨어져서 못먹고 왔네요어복쟁반  원 짜리 먹음부드럽고 맛이 좋기는 합니다만가격이 후덜덜 합니다차량을 가지고 가서 술 한잔 못해서 조금 아쉬웠어요 후식으로 식후물냉면 시켰는데 완전 실망했어요너무 조금 나오더라고요  젓가락질 할게 없습니다 식후 냉면은 비추입니다주차장은 원 입니다뭐 차량을 될곳이 마땅찮아 어쩔수 없어요,4
면 들어간 메뉴 하나 시켰는데 너무 면이 딱딱했어요 가격대는 높은데 맛이 막 좋진 않았던 것 같다 재방문 의사,0
맛있어서 자주갔는데 요즘 별로 초밥도 그냥 그러고 밥도딱히 광주에 먹을만한 초밥집은 없는듯,0
중국산식자재를 화장실 앞에두고 손질,0
예쁘고 분위기만 좋은 곳이 아니었고 친절한 서비스와 맛으로 좋은 디너를 경험할 수 있었다 전반적으로 비슷한 가격의 식사 중에서 퀄리티도 더 상위권 로제 파스타는 쫄깃하고 탄력있게 익힌 면 그리고 소스가 환상적인 맛 비슷한 가격대의 로제파스타 중에서 단연 탑 티어였다 새우며 허브며 싼거 쓰지 않는 듯살치살 스테이크는 굽기도 알맞았고 역시 소스와 향이 좋았다 단 맛이 진한 소스의 파스타보다는 먼저 맛보는것을 추천 음식 사진은 실물이 훨 나아서 첨부 못함,4
맛있는 국밥집에 속함 갠적으로 부산에서 돼지국밥으로 손가락안에는 든다고 생각함,4
핵존맛이예요 혼밥 하기도 딱이고 진짜 유명체인점 뺨치는 존맛 딤섬 탄탄면도 맛있고요 사장님도 친절하세요 짜사이도 맛있구요 홍대가면 여기만 갈거예요,4
짜요 밥양은 많은데 연어는 그닥친구랑 둘다 밥만 남기고 옴홍개미가 더 맛있어요,0
비가 너무 쏟아져서 웨이팅 걸고 혹시 얼마정도 예상되는지 직원에게 물어봄 밥먹는걸 어떻게 예상하냐면서 그래도 금방빠질거 같다고 하시길래 계단 위로 올라가서 기다림 사실 이때 이미 말투때문에 기분이 상함 이와중에 직원이 짜증난 말투로 내려가서 기다리라고함입구에 사람들이 우산펴고 나갈 준비 하시길래 위에서 내려갈 준비하고있었는데 짜증내면서 내려가서 기다려주세요 라고 재차 말함밑에 사람이 있는데 어떻게 내려가라는지너무 기분 나빠서 먹지고 않고 그냥 웨이팅 취소했어요직원관리 잘하셔야 될거같아요음식이 맛있었어도 다시는 안갈거같아요카카오 리뷰 첨 써봐요 너무 화나서요,0
너무 맛있음,4
장어구이가 이리 맛난 건지 첨 알었네요더 가성비 좋은 곳을 못 찾았는데 있다면 추천 좀요,4
꿔바로우랑 쇼마이가 정말 맛있어요 강추합니다 재방문의사 있음,4
이쯤되면 여기는 리뷰 알바를 의심해봐야 함 여기 생긴 이후에 종종 들렀던 곳임 그 당시에는 맛도 훌륭했고 전반적인 분위기도 좋았음 코로나 이후에 몇 차례 방문했으나 그 때마다 영업을 하고 있지 않아서 폐업한 것으로 생각함 한동안 잊고 있다가 여기가 아직도 영업하고 있다는 사실을 알게 됨 오랜만에 지인과 함께 깔끔한 베트남 음식 한 끼하러 들름 과거와 달리 메뉴가 상당히 바뀜 베트남 음식점인지 아시아 퓨전음식을 지향하는 곳인지 알 수 없었음 에피타이저와 메인 식사 등을 주문했고 에피타이저의 등장부터 맛이 예전과 같지 않았음 함께 주문한 쌀국수까지 기본 서빙도 많이 바뀜 그리고 등장한 팟타이 팟타이는 한 눈에 보기에도 기본기란 전혀 찾아볼 수 없음 면이 볶인 상태 재료 혼합 등등 한 입을 먹었는데 이게 왠 걸 새우 비린 맛이 확 올라옴 이건 신선도 상태가 매우 떨어진 상태의 냄새 식사를 하다가 맛이 전반적으로 관리가 되지 않는 것 같아 직원을 불러서 재료 관리가 필요할 것 같다고 말함 우선 내가 주문한거니 오늘은 그냥 먹고 가겠으나 앞으로는 재료에 신경써야할 것 같다고 얘기함 부매니저라는 사람이 오더니 플레이트를 주방으로 가져가서 확인하겠다고 함 주방에서 쉐프란 사람이 새우통을 들고 테이블로 오더니 이건 오늘 해동한 새우입니다 저희는 당일 해동해서 씁니다 냄새를 맡아 보시죠라고 통을 얼굴 앞에 들이내밈 식사하는 고객에게 이 무슨 태도인지 냄새를 맡는 순간 새우 비린내가 올라와서 냄새를 못 느끼겠냐고 되물으니 요리 중 굴소스를 넣어 냄새가 비리다고 느끼는 것 같다는 언급을 함 매우 황당 부매니저에게 전반적인 대응에 대해 컴플레인을 하니 식당의 프로토콜이라며 반문 그 와중에 가져간 플레이트는 온데간데 없음  거기에 더해서 새우가 입맛에 비리면 에피타이저로 주문하고 두 조각 먹은 새우 스프링롤도 치우길 원하냐고 질문더하지도 덜어낸 얘기도 없으니 알아서 판단하시길 다른 이가 인수하고 관리는 손 놓은 듯,0
쌀국수 국물 정말 맛있고 새우튀김 괜찮고 볶음밥이랑 팟타이는 무난무난하네요 공기가 조금 매워요,4
정말 맛있게 먹고옴 특히 어향가지근데 양이 적고 비싸요,4
야끼소바 제발 드십시오 정말정말 맛있어요 흡입함오리지널바질 먹었는데 오리지널은 말할 것도 없이 너무 맛있고 바질은 살짝 매콤하네요 저는 신라면도 매워함오코노미야끼는 마 반죽이라 그런지 확실히 가벼운 맛이라 새로웠어요 토마토 소스가 추천메뉴인데 확실히 새롭고 퍼포먼스도 있고 나쁘지 않지만 오리지널 소스가 맛은 있습니다 재방문한다면 오리지널로,4
해산물 쌀국수 처음받고 당황했다 게 반마리만 달랑보이고 육수는 어디까지 부어서 면은 그림자도 안보이고 맛보고는 경악했다 동행이 오리지널소고기였는데 고기는 질기고 육수는 맹물에 간도 안맞고 면은 퍼석했다  내 해산물쌀국수도 마찬가지 라임이 아니고 레몬을 주고 물대신 주는 차도 무슨찬지 알수 없을 수준이었고 끓여놓고 한참된걸 그것도 식은걸 그냥 팟에 부어서 서빙한것이었다 튀긴거나 볶은걸 시킨게 아니라 천만 다행이었다고 생각한다 그리고 쌀국수에 올리는 고기는 육수 뽑은 고기로 주지마라 진짜,0
가게 좁아서 왔다갔다할때 불편한거 빼면 다 좋았음양 엄청 적을줄 알았어서 그런가 이만하면 적당했음 둘이서 연어아보카도랑 연어드래곤 먹었는데 둘다 존맛 토요일 오후 시반쯤 갔는데 앞에 팀 있었지만 분도 안기다린듯,4
분위기도 좋고 깔끔하고 맛있어요,4
가릿국밥이랑 육수냉면 비빔냉면 맛있네요발렛주차돼요,4
한달살이하며 찾은 보물 언제 또 제주에 사려니에 올지 모르지만 또 오게 될때 여기 갈꺼예요,4
사장님 볶음우동 왜 없어진거예요  제 삶의 의미인데,4
회가 얇고 양이 엄청나게 적었음,0
뭔가 넘 자극적이였음,0
마라탕맛이 아예 안나는데,0
서울올라가기전까진 주변에서 제일 맛있음양 전보다 줄어들음사람 너무많고 매장소음이 심함포장주문 추천,4
특별한 맛집은 아니에요 평범콩국수는 담백했고 만두국은 맑은 국물인데 간간해요백김치는 좀 더 새콤해도 맛있을거같고빨간김치는 좀 달아요,0
분위기 서비스 맛 빠지는 거 없이 완벽함,4
웬만해서 후기 안 남기는데 브런치메뉴 정말 최악입니다 뭐하자는 맛인지 모르겠음 브런치메뉴 두개 음료 두개 시켜서 만원 넘게 나왔는데 다신 안 사먹을 것 같아요,0
백년짬뽕이랑 백년짜장 상당히 맛있음 짬뽕은 밥 추가하고 싶어지는 맛 층이 좀 더 조용하고 따뜻하니 가능하면 층에서 드시는 걸 추천,4
분위기 대박 문어콩피 너무맛있어요,4
외국인여자 직원이 굉장히 불친절해서 식사가 불편하네요맛은 중간이고 여기는 사장님이 직원들 교육을 시켜야 되겠네요 이런식으로 하면 조만간 페업할것같네요특히 외국직원들 있는곳은 위생이 너무 더럽고 지저분합니다 그리고 불친절한 외국인은 더욱더 책임감없고 날림으로 음식만들고 청소해서 왠만하면 안가시는것이 상책입니다,0
정자동 맛집 중 하나,4
면이 너무 딱딱하고 직원들 하나같이 다 불친절,0
함덕바다 보면서 먹을 수 있는 횟집 친구들 오면 꼭 데려가요,4
족발이 부드럽고 맛있었네요,4
목살이 정말 소고기 등심처럼 맛나용 오겹살은 그냥무난 다른 고깃집과의 차이를 잘 모르겠습니다 목살먹으러 재방문 의사  그리고 특히 머리 짧으신 여자직원분이 고기 정말 잘구우시는것 같아용,4
점도 아까움 손님을 뭐라 생각하는건지 직원 교육부터 제대로 시켜야 할듯,0
가게 입구부터 쉐프님 경력으로 아주 화려하던데맛은 물음표 짓게 합니다 화려한 경력만큼이나특색있는 메뉴들이 많았는데 그 중에서 시킨오이스터와 갈비 파스타는 그저 말잇못일단 가격대비 양도 너무 적고 재료 아끼는게 눈에 보임사진에서 보듯이 새우머리는 있는데 왜 몸통은칵테일 새우파스타에 있는 굴도 진짜 손톱만함 파스타는 집에서 만들어 먹는게 훨씬 맛있고 그나마 피자만 맛있음도우가 녹차 넣은건지 뭔지 쫄깃하고 맛잇음결론은 이 집에서는 피자만 드세요,0
양갈비 최고지존,4
음식은 맛있는데 알바생들이 너무 불친절해요 맛있어도 그냥 다른 지점 갈래요,0
탕수육 절대 먹지마세요 그냥 밀가루임,0
장소도 좋고 넘 맛있어요 날씨가 좋았으면 더 좋았을 것 같아요아쉬워요,4
별로  카레 가루 살짝 탄 물맛 고기 토핑 양이 이게 맞나 싶을 정도로 적음 별점 꽤 높아서 갔는데 하하,0
해물 진짜 푸짐하고 신선해요국물 콩나물맛이랑 해물향 강해서 넘 맛있었어요,4
맛있습니다 오붓하게 먹기 좋아요,4
매장 구석진데 앉았는데 쿰쿰한 냄새나고수저는 설거지도 제대로 안한건지 나물이 말라서 붙어있고 수저통 바꿔달라니까 대답도안하고 테이블에 툭 두고감 바뀐 수저들도 다 더러웠음원래 자주오는데 이번엔 너무 불쾌했음,0
정말 맛있어요,4
파스타는 딱 평균 바질크림 파스타는 좀 짰어요호불호 많이 갈리는 맛 돈카츠는 진짜 여기가 제일 맛있어요 완전 부드럽고여기오시면 다른거 말고 돈카츠 드세요,4
평도 좋고 과다친절이라고 할 정도로 친절하다고 해서 방문했는데 전혀 아니라 다신 안 갈 것 같아요 첫방문이라고 말씀드렸는데 교육받는 중인 남자알바분 붙여주시더라구요 주문받는데 아무말 없이 그냥 계시니까 상당히 뻘쭘하고 불편했어요그리고 하이디라오 회원가입하라고 권유하는데 괜찮다고 거절했더니 못 들으신 건지 전화번호만 입력하면 된다고 또 권유하시더라고요 주문하는 내내 직원분 표정도 어둡고 설명도 안해주시고 맵기조절도 물어보지 않아서 제가 최대한 덜 맵게 해달라고 부탁드렸어요 근데 전달이 안 된건지 너무 매워서 기침이 나고 먹을 수가 없더라고요 야채당면 선택했는데 배추랑 청경채 당면 중국당면 종류씩 줍니다 소스바는 그냥그래요 세트메뉴 세일한 가격이 원인데 가성비와 맛친절도 모두 떨어지네요 그냥 마라탕집가서 푸짐하게 먹을 걸 후회가 됩니다 옆테이블은 여자직원분이 안내해주던데 불편하지 않을 정도로 친절하게 대해주시더라고요   첫방문자에겐 어려워서 설명이 좀 더 필요할 것 같아요그리고 젓가락이랑 접시 숟가락애기 숟가락인 줄모두 먹기에 불편하네여,0
가격도 저렴하고 맛있음,4
애피타이저로 나오는 수프는 익숙한듯 익숙하지 않은 맛 우유에 견과류맛같은게 나는데 제 취향은 아니었구요치즈돈가스는 무난한 맛이었고 함박은 한쪽이 좀 타서 뻑뻑했어요가니쉬로 찐 감자  조각 케찹묻혀서 나오는건 특이했음싱겁게 드시는 동행인은 전체적으로 좀 짜다고 하셨고근데 사장님이 알바분을 너무 구박하셔서 보기에 좀 안쓰러웠음 손님인 저까지 눈치보게 만드시는,0
소울푸드,4
프랜차이즈라 비슷허겠거니 하고 들렀지만 여긴 맛이 참 없다 더는 갈 일이 없을 듯,0
입맛이 까다로운 편인데 이정도면 춘천에서 탑권 인정합니다 가츠동 돈가스라멘 소유라멘 먹어봤어여,4
친구랑 명이서 순식간에 먹었어요 가격이 아깝지 않고 특히 로제 전복 리조또 강력 추천합니다,4
전주와서 다시 방문 했네요맛도 있고 시설도 좋고 주차장이 넓어모임하기 좋네요,4
맛 그냥저냥한데 가격에 비해 너무 비싼 느낌배추김치에 벌레 빠져있었어요 오래 빠져있던 모양새 푹 절여저서 계산하고 나가면서 직원한테 말했는데 사과도 안함,0
음식은 맛있습니다만석타임 아니었는데도 짜장면짬뽕 개탕수육 소자 하나 나오는데에 시간정도 걸렸어요음식주시면서 점심시간 길어서 좋겠다고 사장님이 농담을 던지셨는데아무래도 식당에서 시간 기다리면 점심시간이 길어질수밖에 없죠,0
냉면 매니아인데 앞으로 냉면 먹으러 가고 싶을 때 꼭 선택지에 오를 것 같아요 냉면 양도 푸짐하고 맛도 다른 곳과 다르면서 독특하게 맛있어요 물냉파인 남자친구와 방문했는데 앞으로 이 곳에 방문하게 되면 비냉을 먹어야겠다네욥   콩국수도 너무 고소하고 달달하고 맛있었습니다 밑반찬으로 나오는 깍두기도 맛있고 너무 만족스러운 식사였습니다 강추예욥,4
평소 삼삼하게 먹는다 삼삼한 게 좋다 하는 분이라면 굉장히 짤 겁니다 고명으로 올라가는 닭가슴살은 매우 촉촉하고 맛있어요 국물이 진한 것도 맞지만 간이 너무 짜서 남겼어요센 간이 그 가게의 특성이라면 그 특성을 또 좋하시는 분도 있을테니 제 입맛에 안 맞는다고 불만을 말하는 건 아니에요 같이 간 제 친구는 여기가 본인의 라멘맛집 순위라고 했습니다  삼삼하게 드시는 분들은 참고만 하세요,0
양지 쌀국수와 새우 볶음밥 둘 다 평범숙주 들어간 양지 쌀국수는 한국식 쌀국수에 가까웠고 새우 볶음밥의 새우는 크기도 작고 조금 들어 차라리 덮밥이나 소고기 볶음밥을 먹을걸 싶었다가격은 근처 식당 대비 비싼것은 아니지만 싼가격도 아님그냥 지나가는 점심 한끼는 괜찮지만 기분내러 서울숲 왔으면 다른 식당가는걸 추천,0
고기국수 수육백반 주문 했는데 음식 나오는 속도가 아주 빨랐습니다 백반은 그렇다 치더라도 국수도 엄청 빨리 나오더라고요 저희 테이블 앞 손님들은 식사중이셨고 뒤에는 손님은 아직 오시기 전이었습니다 국수 면은 퉁퉁 불어 끊어졌고 밥은 질어서 떡같은 식감이었습니다조금 기름졌지만 국물은 맛있었습니다 날마다 조금씩은 음식 컨디션이 다를 수 있겠죠 다른 분들 후기가 좋아서 갔는데 아쉽네요 또 아쉬움을 느끼고 싶지는 않아서 두 번은 안 갈거 같습니다,0
친절하시고 고기도 맛있어요 부위별로 구워주시면서 설명해주셔서 좋았어요,4
짬뽕에서 쓰레기 맛이나요,0
가성비 완전 그닥이예요둘이서 인당 만원짜리 먹었는데 참치가 하도 찔끔찔끔 나와 속터지는줄다찌에 앉았음첫 서빙이 메인접시에 무채깔고 딱 세점 얹어줄 때부터  좀 아니다싶었는데 계속 찔끔찔끔부위도 그닥 배달 참치가 훨 낫다는 생각이 들었다는,0
밑에 분 말처럼 위생이 좋지 않습니다위생에 민감한 분들이라면 이 점 참고 바랍니다맛은 그냥 타코야끼 맛입니다,0
예전에 왓을땐 버거킹이 더 낫었는데 지금은 존맛탱시 라스트 오더,4
차 방문 후기그동안 홀은 물론 배달도 많이 시켯는데맛도 점점 떨어지고건더기도 부실해짐 비계만 가득그리고 무엇보다 김치깍두기 너무 맛없어요국밥집이 김치가 맛없다니 최악그리고 배달 겸하면서 바쁜건 이해하지만홀손님 너무 신경 안쓰시는거 같아요필요한거 갖다달래도 까먹고밥먹는중에 자꾸 수저 김치 양념통 정리한답시고테이블 주변 왜이리 건들고 쿵쿵대는지서버 교육좀 시키셔야 할듯편안하게 밥먹으러 가서 짜증 한가득이네요정말 최악이에요 그냥 프랜차이즈가 나을듯 합니다홍대역에서 거리가 조금 있음주변이 거의 다 주거지역이라긴가민가 의심했는데 왠걸 진짜 맛잇음먹자마자 단골이 되야겠단 생각이듬가게가 예상한거랑 다르게 매우 깨끗하다 서울에서 먹는 순대국 중에 진짜 탑에 들어갈듯부산에서 단골로 가던 국밥집이 생각날정도로맛있어서 폭풍흡입햇네요단 깔끔하고 맑은 느낌의 국밥 취향인 분만 좋을듯걸죽하고 돼지국밥 특유의 누린내 좋아하시는 분은 비추국물도 진짜 장난없고 가성비 미침소면도 진짜 개많고 건더기 완전 많음요즘 국밥가격 미쳤다 생각했는데 여기오고힐링받고 갑니다거의 영업종료 전에 갔는데도 만석이니이미 소문날대로 난거겠죠홍대 주변에 지뢰맛집 많았는데너무 만족합니다,0
장점조리 서빙 인테리어 진짜 베트남에 온 느낌을 받을수있음단점한국인이 하는곳보다 맛없음,0
그정도 퀄리티가 아닌데 가격이,0
남직원들이 너무 가게 앞에서 담배를 피네요 입맛뚝,0
서빙 시스템이 아예 안갖춰져 있어서 주문누락기타 서빙 등 수준이 초등학생 수준이라감안하고 가시길 음식은 보통임 물론 난 안가겠지만 옆에 망향국수를 가셈,0
저녁에 방문했는데 맛있고 친절해요 얼큰 시켰는데 살짝 마라맛나서 맛있었어요,4
고추짬뽕양만 많다 홍합만 많다즉석으로 볶아준 짬뽕도 아니다 그냥 푹 끓여낸 국물이다 야채 식감 없다 국물도 그냥 배달시켜먹는 짬뽕과 다를바가 없다,0
대표메뉴라는 간짜장이 짜다탕수육은 동네 짱캐집 맛근데 줄은 길다 다들 첨이라 간판만 보고 오는것인가,0
주인 바뀌고 나서 쌀국수 고기 너무 질겨져서 턱 나갈거같음 자리 텅텅인데 혼자 가면 무조건 인석 줌 물가 많이 올라서 가격 인상 그럴 수 있다고 생각하는데 맛은 퇴보하면 안되지,0
진짜 고기가 비계밖에 없음 비싸기만하고 맛도 없음 이거먹고 배탈나서 병원감 비추,0
고마운 집맛있고 저렴하고,4
분분 본점 자주갔는데 집근처에 생겨서 너무 좋아요,4
징짜 징짜 마싯다,4
정말 다시는 가기 싫은 곳입니다음식에서 이물질이 나왔는데 대처가 대단하네요별점을 조작한건지 다른 사람이 인수한건지는 모르겠는데세상 불친절한건 기본이고오늘은 음식에서 나사가 나왔는데 세상에그냥 후다닥 나사만 가져가더니 뭐 아무 사과도 없네요 불친절이야 뭐 사람 성격이니깐 그러려니 하는데적어도 위생은 신경써야하지 않나요아주 대단한 음식점입니다,0
진짜 마싯어여 파스타에 피자 꼭 찍어드세용,4
딱히 맛있는지 모르겠습니다,0
닭칼국수는 먹을만녹두빈대떡은 맛없어요,4
굉장히 기분 나쁘게 먹고 가네요멀리서 일부러 찾아왔는데 오자마자 알바생은 주차장 위치 알려주는 둥 마는 둥이고동치미 국물 더 달라고 한 번 얘기해도 안 주시길래 기다리다가 세 네 번 이야기하니까 엿 먹으라는 듯이 냉면 그릇에 주시네요기싸움 하세요 기분 좋게 외식 왔다가 엿 먹고 가네요,0
안국역 부근 생긴 지 한달도 안된 신생 돈가츠집특 안심 등심 온우동 먹어봤음고기질이 좋고 사장님에게서 친절과 전문가포스 느낄 수 있었음돈가츠는 기름을 어떻게 조합해서  튀기는 것도 중요하겠지만 튀긴 후 기름을 충분히 빼는 게 중요하다고 생각이 드는데 드레인 시간이 길고 일월 카츠는 튀긴 후 충분한 시간으로 기름을 빼줘 눅눅하지 않고 시간이 지났음 에도 계속 바삭함을 유지해줌소스 소금와사비 고기가 맛있으니 일단 아무것도 칠하지말고한입그다음 소금 한입와사비 한입 그 사이에 절인 무 한개 먹고마지막 소스 후룹냉우동도 매우 궁금하지만 계절 메뉴라 온우동 시켜봤음우리가 평소 알던 오동통 면이 아니라 얇은 면 소면보단 굵고 중면보단 얇은갠적으로 우동은 면보단 국물이 우선인데말씀해주신 가쓰오를 굵게 우려낸 거는 처음이였음보통 얇게 나오니까굵은 가쓰오로 우려낸 국물은 향이 일단 매우 진했음가쓰오와 사바부시를 보통 섞어 쓰는 데 가쓰오만 으로 이렇게 표현한 걸 봐선매우 실력자  예민하신 분 조심스레 예상나무 도마와 칼도 계속 눈이 갔는데 내가 가지고 싶어서 그런 건 아님  서울에 가츠 유명한 집은 거의 다 가봤지만보통 보조들이나 알바분들이 하기 때문에 여친이 가자 할때마다 가서 느낀 건 튀김상태나 오묘하게 맛이 달랐음여기는 사장님이 직접 하시기 때문에 언제 가든 맛이 변함 없지 않을까 조심스레 예상무엇보다 직접 만드시는 하이볼을 못 먹은 게 아쉽찬슐랭 점만점중 점맛 친절 가게 디자인 주방 상태주방기기 청결노래 조명가게상호명 몰름 그냥 매우 매우 재방문 의사 있음,4
리뷰 조작 응징,0
덤보가 인증한 맛집 헤 롱타임노씨랑은 색다른 맛이 있당도우가 쫄깃쫄깃하고 아주 적절히 맛있다배고픈날은 라지 먹어도 되겠당  다음에는 반반 메가크런치람 페퍼로니 먹기,4
노맛 볶음면이라길래 팟타인줄 알았는데 그냥 쌀국수맛나는 볶음면이네여 참고하시길,0
가게 분위기나 플레이팅 등 음식 외의 모든게 다 맘에 들었지만짜서 못먹겠어요 정말 고춧가루가 절실히 필요한 맛입니다,0
본점이랑 비슷한 맛,4
개존맛 친절,4
